# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 1)

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 5
# Warmup Iteration   1: 11.794 ops/s
# Warmup Iteration   2: 13.928 ops/s
# Warmup Iteration   3: 19.080 ops/s
# Warmup Iteration   4: 19.137 ops/s
# Warmup Iteration   5: 19.103 ops/s
# Warmup Iteration   6: 19.075 ops/s
# Warmup Iteration   7: 18.996 ops/s
# Warmup Iteration   8: 19.031 ops/s
# Warmup Iteration   9: 18.971 ops/s
# Warmup Iteration  10: 18.951 ops/s
# Warmup Iteration  11: 18.976 ops/s
# Warmup Iteration  12: 18.961 ops/s
# Warmup Iteration  13: 18.978 ops/s
# Warmup Iteration  14: 18.929 ops/s
# Warmup Iteration  15: 18.991 ops/s
# Warmup Iteration  16: 18.978 ops/s
# Warmup Iteration  17: 18.995 ops/s
# Warmup Iteration  18: 19.012 ops/s
# Warmup Iteration  19: 18.989 ops/s
# Warmup Iteration  20: 18.949 ops/s
Iteration   6: 19.726 ops/s
Iteration   7: 19.578 ops/s
Iteration   8: 19.815 ops/s
Iteration   9: 19.825 ops/s
Iteration  10: 19.749 ops/s

# Run progress: 4.00% complete, ETA 00:24:45
# Fork: 3 of 5
# Warmup Iteration   1: 13.804 ops/s
# Warmup Iteration   2: 14.932 ops/s
# Warmup Iteration   3: 19.693 ops/s
# Warmup Iteration   4: 19.691 ops/s
# Warmup Iteration   5: 19.669 ops/s
# Warmup Iteration   6: 19.646 ops/s
# Warmup Iteration   7: 19.679 ops/s
# Warmup Iteration   8: 19.657 ops/s
# Warmup Iteration   9: 19.572 ops/s
# Warmup Iteration  10: 19.524 ops/s
# Warmup Iteration  11: 19.551 ops/s
# Warmup Iteration  12: 19.529 ops/s
# Warmup Iteration  13: 19.532 ops/s
# Warmup Iteration  14: 19.504 ops/s
# Warmup Iteration  15: 19.574 ops/s
# Warmup Iteration  16: 19.549 ops/s
# Warmup Iteration  17: 19.553 ops/s
# Warmup Iteration  18: 19.506 ops/s
# Warmup Iteration  19: 19.519 ops/s
# Warmup Iteration  20: 19.559 ops/s
Iteration   1: 19.570 ops/s
Iteration   2: 19.507 ops/s
Iteration   3: 19.451 ops/s
Iteration   4: 19.568 ops/s
Iteration   5: 19.368 ops/s
Iteration   6: 19.601 ops/s
Iteration   7: 19.503 ops/s
Iteration   8: 19.512 ops/s
Iteration   9: 19.500 ops/s
Iteration  10: 19.377 ops/s

# Run progress: 6.00% complete, ETA 00:24:15
# Fork: 4 of 5
# Warmup Iteration   1: 13.726 ops/s
# Warmup Iteration   2: 13.814 ops/s
# Warmup Iteration   3: 19.808 ops/s
# Warmup Iteration   4: 19.890 ops/s
# Warmup Iteration   5: 19.739 ops/s
# Warmup Iteration   6: 19.962 ops/s
# Warmup Iteration   7: 19.913 ops/s
# Warmup Iteration   8: 19.890 ops/s
# Warmup Iteration   9: 19.864 ops/s
# Warmup Iteration  10: 19.820 ops/s
# Warmup Iteration  11: 19.804 ops/s
# Warmup Iteration  12: 19.781 ops/s
# Warmup Iteration  13: 19.815 ops/s
# Warmup Iteration  14: 19.673 ops/s
# Warmup Iteration  15: 19.666 ops/s
# Warmup Iteration  16: 19.596 ops/s
# Warmup Iteration  17: 19.654 ops/s
# Warmup Iteration  18: 19.709 ops/s
# Warmup Iteration  19: 19.637 ops/s
# Warmup Iteration  20: 19.721 ops/s
Iteration   1: 19.693 ops/s
Iteration   2: 19.622 ops/s
Iteration   3: 19.739 ops/s
Iteration   4: 19.745 ops/s
Iteration   5: 19.794 ops/s
Iteration   6: 19.775 ops/s
Iteration   7: 19.594 ops/s
Iteration   8: 19.803 ops/s
Iteration   9: 19.770 ops/s
Iteration  10: 19.634 ops/s

# Run progress: 8.00% complete, ETA 00:23:42
# Fork: 5 of 5
# Warmup Iteration   1: 13.884 ops/s
# Warmup Iteration   2: 14.942 ops/s
# Warmup Iteration   3: 19.472 ops/s
# Warmup Iteration   4: 19.595 ops/s
# Warmup Iteration   5: 19.576 ops/s
# Warmup Iteration   6: 19.620 ops/s
# Warmup Iteration   7: 19.558 ops/s
# Warmup Iteration   8: 19.563 ops/s
# Warmup Iteration   9: 19.478 ops/s
# Warmup Iteration  10: 19.469 ops/s
# Warmup Iteration  11: 19.491 ops/s
# Warmup Iteration  12: 19.448 ops/s
# Warmup Iteration  13: 19.441 ops/s
# Warmup Iteration  14: 19.478 ops/s
# Warmup Iteration  15: 19.392 ops/s
# Warmup Iteration  16: 19.418 ops/s
# Warmup Iteration  17: 19.493 ops/s
# Warmup Iteration  18: 19.477 ops/s
# Warmup Iteration  19: 19.586 ops/s
# Warmup Iteration  20: 19.438 ops/s
Iteration   1: 19.455 ops/s
Iteration   2: 19.322 ops/s
Iteration   3: 19.259 ops/s
Iteration   4: 19.367 ops/s
Iteration   5: 19.335 ops/s
Iteration   6: 19.475 ops/s
Iteration   7: 19.498 ops/s
Iteration   8: 19.417 ops/s
Iteration   9: 19.356 ops/s
Iteration  10: 19.314 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.remove":
  19.448 ±(99.9%) 0.156 ops/s [Average]
  (min, avg, max) = (18.722, 19.448, 19.825), stdev = 0.315
  CI (99.9%): [19.292, 19.604] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10)

# Run progress: 10.00% complete, ETA 00:23:13
# Fork: 1 of 5
# Warmup Iteration   1: 6.732 ops/s
# Warmup Iteration   2: 7.208 ops/s
# Warmup Iteration   3: 7.783 ops/s
# Warmup Iteration   4: 7.824 ops/s
# Warmup Iteration   5: 7.773 ops/s
# Warmup Iteration   6: 7.820 ops/s
# Warmup Iteration   7: 7.836 ops/s
# Warmup Iteration   8: 7.828 ops/s
# Warmup Iteration   9: 7.829 ops/s
# Warmup Iteration  10: 7.836 ops/s
# Warmup Iteration  11: 7.824 ops/s
# Warmup Iteration  12: 7.822 ops/s
# Warmup Iteration  13: 7.826 ops/s
# Warmup Iteration  14: 7.813 ops/s
# Warmup Iteration  15: 7.830 ops/s
# Warmup Iteration  16: 7.824 ops/s
# Warmup Iteration  17: 7.795 ops/s
# Warmup Iteration  18: 7.797 ops/s
# Warmup Iteration  19: 7.812 ops/s
# Warmup Iteration  20: 7.802 ops/s
Iteration   1: 7.801 ops/s
Iteration   2: 7.812 ops/s
Iteration   3: 7.798 ops/s
Iteration   4: 7.802 ops/s
Iteration   5: 7.801 ops/s
Iteration   6: 7.812 ops/s
Iteration   7: 7.809 ops/s
Iteration   8: 7.795 ops/s
Iteration   9: 7.801 ops/s
Iteration  10: 7.812 ops/s

# Run progress: 12.00% complete, ETA 00:22:43
# Fork: 2 of 5
# Warmup Iteration   1: 6.749 ops/s
# Warmup Iteration   2: 7.208 ops/s
# Warmup Iteration   3: 7.786 ops/s
# Warmup Iteration   4: 7.783 ops/s
# Warmup Iteration   5: 7.779 ops/s
# Warmup Iteration   6: 7.778 ops/s
# Warmup Iteration   7: 7.781 ops/s
# Warmup Iteration   8: 7.777 ops/s
# Warmup Iteration   9: 7.775 ops/s
# Warmup Iteration  10: 7.778 ops/s
# Warmup Iteration  11: 7.767 ops/s
# Warmup Iteration  12: 7.779 ops/s
# Warmup Iteration  13: 7.770 ops/s
# Warmup Iteration  14: 7.780 ops/s
# Warmup Iteration  15: 7.769 ops/s
# Warmup Iteration  16: 7.722 ops/s
# Warmup Iteration  17: 7.792 ops/s
# Warmup Iteration  18: 7.794 ops/s
# Warmup Iteration  19: 7.803 ops/s
# Warmup Iteration  20: 7.799 ops/s
Iteration   1: 7.684 ops/s
Iteration   2: 7.770 ops/s
Iteration   3: 7.763 ops/s
Iteration   4: 7.790 ops/s
Iteration   5: 7.797 ops/s
Iteration   6: 7.741 ops/s
Iteration   7: 7.787 ops/s
Iteration   8: 7.744 ops/s
Iteration   9: 7.788 ops/s
Iteration  10: 7.795 ops/s

# Run progress: 14.00% complete, ETA 00:22:14
# Fork: 3 of 5
# Warmup Iteration   1: 6.732 ops/s
# Warmup Iteration   2: 7.137 ops/s
# Warmup Iteration   3: 7.681 ops/s
# Warmup Iteration   4: 7.677 ops/s
# Warmup Iteration   5: 7.671 ops/s
# Warmup Iteration   6: 7.669 ops/s
# Warmup Iteration   7: 7.568 ops/s
# Warmup Iteration   8: 7.664 ops/s
# Warmup Iteration   9: 7.665 ops/s
# Warmup Iteration  10: 7.681 ops/s
# Warmup Iteration  11: 7.676 ops/s
# Warmup Iteration  12: 7.678 ops/s
# Warmup Iteration  13: 7.679 ops/s
# Warmup Iteration  14: 7.675 ops/s
# Warmup Iteration  15: 7.670 ops/s
# Warmup Iteration  16: 7.670 ops/s
# Warmup Iteration  17: 7.685 ops/s
# Warmup Iteration  18: 7.679 ops/s
# Warmup Iteration  19: 7.678 ops/s
# Warmup Iteration  20: 7.689 ops/s
Iteration   1: 7.672 ops/s
Iteration   2: 7.683 ops/s
Iteration   3: 7.669 ops/s
Iteration   4: 7.666 ops/s
Iteration   5: 7.663 ops/s
Iteration   6: 7.668 ops/s
Iteration   7: 7.670 ops/s
Iteration   8: 7.634 ops/s
Iteration   9: 7.678 ops/s
Iteration  10: 7.655 ops/s

# Run progress: 16.00% complete, ETA 00:21:47
# Fork: 4 of 5
# Warmup Iteration   1: 6.777 ops/s
# Warmup Iteration   2: 7.215 ops/s
# Warmup Iteration   3: 7.763 ops/s
# Warmup Iteration   4: 7.763 ops/s
# Warmup Iteration   5: 7.755 ops/s
# Warmup Iteration   6: 7.751 ops/s
# Warmup Iteration   7: 7.758 ops/s
# Warmup Iteration   8: 7.751 ops/s
# Warmup Iteration   9: 7.748 ops/s
# Warmup Iteration  10: 7.756 ops/s
# Warmup Iteration  11: 7.749 ops/s
# Warmup Iteration  12: 7.745 ops/s
# Warmup Iteration  13: 7.747 ops/s
# Warmup Iteration  14: 7.741 ops/s
# Warmup Iteration  15: 7.747 ops/s
# Warmup Iteration  16: 7.751 ops/s
# Warmup Iteration  17: 7.756 ops/s
# Warmup Iteration  18: 7.755 ops/s
# Warmup Iteration  19: 7.764 ops/s
# Warmup Iteration  20: 7.712 ops/s
Iteration   1: 7.764 ops/s
Iteration   2: 7.750 ops/s
Iteration   3: 7.762 ops/s
Iteration   4: 7.762 ops/s
Iteration   5: 7.770 ops/s
Iteration   6: 7.769 ops/s
Iteration   7: 7.773 ops/s
Iteration   8: 7.700 ops/s
Iteration   9: 7.784 ops/s
Iteration  10: 7.768 ops/s

# Run progress: 18.00% complete, ETA 00:21:17
# Fork: 5 of 5
# Warmup Iteration   1: 6.831 ops/s
# Warmup Iteration   2: 7.296 ops/s
# Warmup Iteration   3: 7.868 ops/s
# Warmup Iteration   4: 7.865 ops/s
# Warmup Iteration   5: 7.865 ops/s
# Warmup Iteration   6: 7.853 ops/s
# Warmup Iteration   7: 7.857 ops/s
# Warmup Iteration   8: 7.864 ops/s
# Warmup Iteration   9: 7.871 ops/s
# Warmup Iteration  10: 7.864 ops/s
# Warmup Iteration  11: 7.861 ops/s
# Warmup Iteration  12: 7.866 ops/s
# Warmup Iteration  13: 7.842 ops/s
# Warmup Iteration  14: 7.863 ops/s
# Warmup Iteration  15: 7.853 ops/s
# Warmup Iteration  16: 7.869 ops/s
# Warmup Iteration  17: 7.857 ops/s
# Warmup Iteration  18: 7.860 ops/s
# Warmup Iteration  19: 7.865 ops/s
# Warmup Iteration  20: 7.848 ops/s
Iteration   1: 7.861 ops/s
Iteration   2: 7.856 ops/s
Iteration   3: 7.858 ops/s
Iteration   4: 7.862 ops/s
Iteration   5: 7.845 ops/s
Iteration   6: 7.855 ops/s
Iteration   7: 7.860 ops/s
Iteration   8: 7.867 ops/s
Iteration   9: 7.853 ops/s
Iteration  10: 7.860 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.remove":
  7.771 ±(99.9%) 0.033 ops/s [Average]
  (min, avg, max) = (7.634, 7.771, 7.867), stdev = 0.066
  CI (99.9%): [7.738, 7.804] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 100)

# Run progress: 20.00% complete, ETA 00:20:45
# Fork: 1 of 5
# Warmup Iteration   1: 5.882 ops/s
# Warmup Iteration   2: 6.950 ops/s
# Warmup Iteration   3: 7.114 ops/s
# Warmup Iteration   4: 7.120 ops/s
# Warmup Iteration   5: 7.107 ops/s
# Warmup Iteration   6: 7.092 ops/s
# Warmup Iteration   7: 7.039 ops/s
# Warmup Iteration   8: 7.074 ops/s
# Warmup Iteration   9: 7.065 ops/s
# Warmup Iteration  10: 7.024 ops/s
# Warmup Iteration  11: 7.045 ops/s
# Warmup Iteration  12: 7.050 ops/s
# Warmup Iteration  13: 7.067 ops/s
# Warmup Iteration  14: 7.057 ops/s
# Warmup Iteration  15: 7.052 ops/s
# Warmup Iteration  16: 7.058 ops/s
# Warmup Iteration  17: 7.086 ops/s
# Warmup Iteration  18: 7.070 ops/s
# Warmup Iteration  19: 7.077 ops/s
# Warmup Iteration  20: 7.089 ops/s
Iteration   1: 7.080 ops/s
Iteration   2: 7.048 ops/s
Iteration   3: 7.042 ops/s
Iteration   4: 7.066 ops/s
Iteration   5: 7.108 ops/s
Iteration   6: 7.119 ops/s
Iteration   7: 7.101 ops/s
Iteration   8: 7.120 ops/s
Iteration   9: 7.080 ops/s
Iteration  10: 7.113 ops/s

# Run progress: 22.00% complete, ETA 00:20:24
# Fork: 2 of 5
# Warmup Iteration   1: 5.732 ops/s
# Warmup Iteration   2: 6.223 ops/s
# Warmup Iteration   3: 6.861 ops/s
# Warmup Iteration   4: 6.859 ops/s
# Warmup Iteration   5: 6.859 ops/s
# Warmup Iteration   6: 6.849 ops/s
# Warmup Iteration   7: 6.847 ops/s
# Warmup Iteration   8: 6.825 ops/s
# Warmup Iteration   9: 6.736 ops/s
# Warmup Iteration  10: 6.810 ops/s
# Warmup Iteration  11: 6.843 ops/s
# Warmup Iteration  12: 6.824 ops/s
# Warmup Iteration  13: 6.828 ops/s
# Warmup Iteration  14: 6.836 ops/s
# Warmup Iteration  15: 6.831 ops/s
# Warmup Iteration  16: 6.707 ops/s
# Warmup Iteration  17: 6.791 ops/s
# Warmup Iteration  18: 6.800 ops/s
# Warmup Iteration  19: 6.826 ops/s
# Warmup Iteration  20: 6.812 ops/s
Iteration   1: 6.817 ops/s
Iteration   2: 6.802 ops/s
Iteration   3: 6.814 ops/s
Iteration   4: 6.830 ops/s
Iteration   5: 6.812 ops/s
Iteration   6: 6.752 ops/s
Iteration   7: 6.816 ops/s
Iteration   8: 6.814 ops/s
Iteration   9: 6.807 ops/s
Iteration  10: 6.814 ops/s

# Run progress: 24.00% complete, ETA 00:19:52
# Fork: 3 of 5
# Warmup Iteration   1: 5.882 ops/s
# Warmup Iteration   2: 6.927 ops/s
# Warmup Iteration   3: 7.055 ops/s
# Warmup Iteration   4: 7.115 ops/s
# Warmup Iteration   5: 7.151 ops/s
# Warmup Iteration   6: 7.130 ops/s
# Warmup Iteration   7: 7.148 ops/s
# Warmup Iteration   8: 7.148 ops/s
# Warmup Iteration   9: 7.157 ops/s
# Warmup Iteration  10: 7.142 ops/s
# Warmup Iteration  11: 7.158 ops/s
# Warmup Iteration  12: 7.133 ops/s
# Warmup Iteration  13: 7.169 ops/s
# Warmup Iteration  14: 7.138 ops/s
# Warmup Iteration  15: 7.155 ops/s
# Warmup Iteration  16: 7.095 ops/s
# Warmup Iteration  17: 7.159 ops/s
# Warmup Iteration  18: 7.088 ops/s
# Warmup Iteration  19: 7.125 ops/s
# Warmup Iteration  20: 7.128 ops/s
Iteration   1: 7.139 ops/s
Iteration   2: 7.126 ops/s
Iteration   3: 7.057 ops/s
Iteration   4: 7.100 ops/s
Iteration   5: 7.155 ops/s
Iteration   6: 7.151 ops/s
Iteration   7: 7.164 ops/s
Iteration   8: 7.159 ops/s
Iteration   9: 7.153 ops/s
Iteration  10: 7.155 ops/s

# Run progress: 26.00% complete, ETA 00:19:28
# Fork: 4 of 5
# Warmup Iteration   1: 5.770 ops/s
# Warmup Iteration   2: 6.274 ops/s
# Warmup Iteration   3: 6.867 ops/s
# Warmup Iteration   4: 6.918 ops/s
# Warmup Iteration   5: 6.918 ops/s
# Warmup Iteration   6: 6.906 ops/s
# Warmup Iteration   7: 6.905 ops/s
# Warmup Iteration   8: 6.892 ops/s
# Warmup Iteration   9: 6.890 ops/s
# Warmup Iteration  10: 6.899 ops/s
# Warmup Iteration  11: 6.895 ops/s
# Warmup Iteration  12: 6.872 ops/s
# Warmup Iteration  13: 6.884 ops/s
# Warmup Iteration  14: 6.886 ops/s
# Warmup Iteration  15: 6.881 ops/s
# Warmup Iteration  16: 6.889 ops/s
# Warmup Iteration  17: 6.883 ops/s
# Warmup Iteration  18: 6.821 ops/s
# Warmup Iteration  19: 6.827 ops/s
# Warmup Iteration  20: 6.755 ops/s
Iteration   1: 6.843 ops/s
Iteration   2: 6.861 ops/s
Iteration   3: 6.845 ops/s
Iteration   4: 6.842 ops/s
Iteration   5: 6.868 ops/s
Iteration   6: 6.877 ops/s
Iteration   7: 6.851 ops/s
Iteration   8: 6.861 ops/s
Iteration   9: 6.841 ops/s
Iteration  10: 6.828 ops/s

# Run progress: 28.00% complete, ETA 00:18:55
# Fork: 5 of 5
# Warmup Iteration   1: 5.799 ops/s
# Warmup Iteration   2: 6.266 ops/s
# Warmup Iteration   3: 6.899 ops/s
# Warmup Iteration   4: 6.842 ops/s
# Warmup Iteration   5: 6.885 ops/s
# Warmup Iteration   6: 6.879 ops/s
# Warmup Iteration   7: 6.870 ops/s
# Warmup Iteration   8: 6.819 ops/s
# Warmup Iteration   9: 6.844 ops/s
# Warmup Iteration  10: 6.854 ops/s
# Warmup Iteration  11: 6.852 ops/s
# Warmup Iteration  12: 6.789 ops/s
# Warmup Iteration  13: 6.834 ops/s
# Warmup Iteration  14: 6.846 ops/s
# Warmup Iteration  15: 6.835 ops/s
# Warmup Iteration  16: 6.818 ops/s
# Warmup Iteration  17: 6.860 ops/s
# Warmup Iteration  18: 6.848 ops/s
# Warmup Iteration  19: 6.837 ops/s
# Warmup Iteration  20: 6.840 ops/s
Iteration   1: 6.835 ops/s
Iteration   2: 6.853 ops/s
Iteration   3: 6.842 ops/s
Iteration   4: 6.848 ops/s
Iteration   5: 6.847 ops/s
Iteration   6: 6.849 ops/s
Iteration   7: 6.845 ops/s
Iteration   8: 6.849 ops/s
Iteration   9: 6.845 ops/s
Iteration  10: 6.808 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.remove":
  6.945 ±(99.9%) 0.070 ops/s [Average]
  (min, avg, max) = (6.752, 6.945, 7.164), stdev = 0.141
  CI (99.9%): [6.875, 7.015] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10000)

# Run progress: 30.00% complete, ETA 00:18:22
# Fork: 1 of 5
# Warmup Iteration   1: 1.926 ops/s
# Warmup Iteration   2: 2.150 ops/s
# Warmup Iteration   3: 2.127 ops/s
# Warmup Iteration   4: 2.224 ops/s
# Warmup Iteration   5: 2.107 ops/s
# Warmup Iteration   6: 2.153 ops/s
# Warmup Iteration   7: 2.301 ops/s
# Warmup Iteration   8: 2.301 ops/s
# Warmup Iteration   9: 2.287 ops/s
# Warmup Iteration  10: 2.038 ops/s
# Warmup Iteration  11: 2.069 ops/s
# Warmup Iteration  12: 2.296 ops/s
# Warmup Iteration  13: 2.305 ops/s
# Warmup Iteration  14: 2.268 ops/s
# Warmup Iteration  15: 2.278 ops/s
# Warmup Iteration  16: 2.302 ops/s
# Warmup Iteration  17: 2.298 ops/s
# Warmup Iteration  18: 2.291 ops/s
# Warmup Iteration  19: 2.298 ops/s
# Warmup Iteration  20: 2.292 ops/s
Iteration   1: 2.292 ops/s
Iteration   2: 2.289 ops/s
Iteration   3: 2.303 ops/s
Iteration   4: 2.303 ops/s
Iteration   5: 2.293 ops/s
Iteration   6: 2.219 ops/s
Iteration   7: 2.289 ops/s
Iteration   8: 2.292 ops/s
Iteration   9: 2.300 ops/s
Iteration  10: 2.302 ops/s

# Run progress: 32.00% complete, ETA 00:18:09
# Fork: 2 of 5
# Warmup Iteration   1: 1.798 ops/s
# Warmup Iteration   2: 2.117 ops/s
# Warmup Iteration   3: 2.124 ops/s
# Warmup Iteration   4: 2.234 ops/s
# Warmup Iteration   5: 2.125 ops/s
# Warmup Iteration   6: 2.152 ops/s
# Warmup Iteration   7: 2.318 ops/s
# Warmup Iteration   8: 2.321 ops/s
# Warmup Iteration   9: 2.314 ops/s
# Warmup Iteration  10: 2.057 ops/s
# Warmup Iteration  11: 2.081 ops/s
# Warmup Iteration  12: 2.308 ops/s
# Warmup Iteration  13: 2.317 ops/s
# Warmup Iteration  14: 2.323 ops/s
# Warmup Iteration  15: 2.308 ops/s
# Warmup Iteration  16: 2.318 ops/s
# Warmup Iteration  17: 2.306 ops/s
# Warmup Iteration  18: 2.319 ops/s
# Warmup Iteration  19: 2.313 ops/s
# Warmup Iteration  20: 2.314 ops/s
Iteration   1: 2.310 ops/s
Iteration   2: 2.300 ops/s
Iteration   3: 2.319 ops/s
Iteration   4: 2.322 ops/s
Iteration   5: 2.313 ops/s
Iteration   6: 2.312 ops/s
Iteration   7: 2.286 ops/s
Iteration   8: 2.304 ops/s
Iteration   9: 2.312 ops/s
Iteration  10: 2.321 ops/s

# Run progress: 34.00% complete, ETA 00:17:53
# Fork: 3 of 5
# Warmup Iteration   1: 1.922 ops/s
# Warmup Iteration   2: 2.114 ops/s
# Warmup Iteration   3: 2.132 ops/s
# Warmup Iteration   4: 2.224 ops/s
# Warmup Iteration   5: 2.112 ops/s
# Warmup Iteration   6: 2.149 ops/s
# Warmup Iteration   7: 2.312 ops/s
# Warmup Iteration   8: 2.312 ops/s
# Warmup Iteration   9: 2.308 ops/s
# Warmup Iteration  10: 2.051 ops/s
# Warmup Iteration  11: 2.072 ops/s
# Warmup Iteration  12: 2.306 ops/s
# Warmup Iteration  13: 2.294 ops/s
# Warmup Iteration  14: 2.317 ops/s
# Warmup Iteration  15: 2.283 ops/s
# Warmup Iteration  16: 2.249 ops/s
# Warmup Iteration  17: 2.205 ops/s
# Warmup Iteration  18: 2.303 ops/s
# Warmup Iteration  19: 2.310 ops/s
# Warmup Iteration  20: 2.292 ops/s
Iteration   1: 2.305 ops/s
Iteration   2: 2.297 ops/s
Iteration   3: 2.316 ops/s
Iteration   4: 2.316 ops/s
Iteration   5: 2.272 ops/s
Iteration   6: 2.225 ops/s
Iteration   7: 2.294 ops/s
Iteration   8: 2.303 ops/s
Iteration   9: 2.312 ops/s
Iteration  10: 2.313 ops/s

# Run progress: 36.00% complete, ETA 00:17:34
# Fork: 4 of 5
# Warmup Iteration   1: 1.914 ops/s
# Warmup Iteration   2: 2.114 ops/s
# Warmup Iteration   3: 2.130 ops/s
# Warmup Iteration   4: 2.222 ops/s
# Warmup Iteration   5: 2.117 ops/s
# Warmup Iteration   6: 2.151 ops/s
# Warmup Iteration   7: 2.311 ops/s
