# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.presizedPut
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 1)

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 5
# Warmup Iteration   1: 3.607 ops/s
# Warmup Iteration   2: 4.817 ops/s
# Warmup Iteration   3: 4.865 ops/s
# Warmup Iteration   4: 4.851 ops/s
# Warmup Iteration   5: 4.838 ops/s
# Warmup Iteration   6: 4.853 ops/s
# Warmup Iteration   7: 4.843 ops/s
# Warmup Iteration   8: 4.848 ops/s
# Warmup Iteration   9: 4.844 ops/s
# Warmup Iteration  10: 4.839 ops/s
# Warmup Iteration  11: 4.863 ops/s
# Warmup Iteration  12: 4.816 ops/s
# Warmup Iteration  13: 4.840 ops/s
# Warmup Iteration  14: 4.852 ops/s
# Warmup Iteration  15: 4.837 ops/s
# Warmup Iteration  16: 4.847 ops/s
# Warmup Iteration  17: 4.848 ops/s
# Warmup Iteration  18: 4.832 ops/s
# Warmup Iteration  19: 4.853 ops/s
# Warmup Iteration  20: 4.820 ops/s
# Warmup Iteration  19: 3.270 ops/s
# Warmup Iteration  20: 3.257 ops/s
Iteration   1: 3.267 ops/s
Iteration   2: 3.261 ops/s
Iteration   3: 3.269 ops/s
Iteration   4: 3.266 ops/s
Iteration   5: 3.237 ops/s
Iteration   6: 3.271 ops/s
Iteration   7: 3.264 ops/s
Iteration   8: 3.268 ops/s
Iteration   9: 3.264 ops/s
Iteration  10: 3.276 ops/s

# Run progress: 18.00% complete, ETA 00:22:55
# Fork: 5 of 5
# Warmup Iteration   1: 2.972 ops/s
# Warmup Iteration   2: 3.279 ops/s
# Warmup Iteration   3: 3.626 ops/s
# Warmup Iteration   4: 3.671 ops/s
# Warmup Iteration   5: 3.662 ops/s
# Warmup Iteration   6: 3.636 ops/s
# Warmup Iteration   7: 3.663 ops/s
# Warmup Iteration   8: 3.652 ops/s
# Warmup Iteration   9: 3.650 ops/s
# Warmup Iteration  10: 3.650 ops/s
# Warmup Iteration  11: 3.644 ops/s
# Warmup Iteration  12: 3.647 ops/s
# Warmup Iteration  13: 3.654 ops/s
# Warmup Iteration  14: 3.648 ops/s
# Warmup Iteration  15: 3.643 ops/s
# Warmup Iteration  16: 3.650 ops/s
# Warmup Iteration  17: 3.616 ops/s
# Warmup Iteration  18: 3.639 ops/s
# Warmup Iteration  19: 3.644 ops/s
# Warmup Iteration  20: 3.650 ops/s
Iteration   1: 3.640 ops/s
Iteration   2: 3.620 ops/s
Iteration   3: 3.625 ops/s
Iteration   4: 3.634 ops/s
Iteration   5: 3.630 ops/s
Iteration   6: 3.602 ops/s
Iteration   7: 3.640 ops/s
Iteration   8: 3.646 ops/s
Iteration   9: 3.642 ops/s
Iteration  10: 3.647 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.presizedPut":
  3.413 ±(99.9%) 0.061 ops/s [Average]
  (min, avg, max) = (3.237, 3.413, 3.647), stdev = 0.124
  CI (99.9%): [3.351, 3.474] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.presizedPut
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 100)

# Run progress: 20.00% complete, ETA 00:22:20
# Fork: 1 of 5
# Warmup Iteration   1: 2.480 ops/s
# Warmup Iteration   2: 2.858 ops/s
# Warmup Iteration   3: 2.874 ops/s
# Warmup Iteration   4: 2.731 ops/s
# Warmup Iteration   5: 2.732 ops/s
# Warmup Iteration   6: 2.726 ops/s
# Warmup Iteration   7: 2.726 ops/s
# Warmup Iteration   8: 2.715 ops/s
# Warmup Iteration   9: 2.717 ops/s
# Warmup Iteration  10: 2.716 ops/s
# Warmup Iteration  11: 2.696 ops/s
# Warmup Iteration  12: 2.724 ops/s
# Warmup Iteration  13: 2.714 ops/s
# Warmup Iteration  14: 2.717 ops/s
# Warmup Iteration  15: 2.715 ops/s
# Warmup Iteration  16: 2.715 ops/s
# Warmup Iteration  17: 2.710 ops/s
# Warmup Iteration  18: 2.712 ops/s
# Warmup Iteration  19: 2.708 ops/s
# Warmup Iteration  20: 2.715 ops/s
Iteration   1: 2.713 ops/s
Iteration   2: 2.708 ops/s
Iteration   3: 2.718 ops/s
Iteration   4: 2.706 ops/s
Iteration   5: 2.715 ops/s
Iteration   6: 2.707 ops/s
Iteration   7: 2.709 ops/s
Iteration   8: 2.711 ops/s
Iteration   9: 2.714 ops/s
Iteration  10: 2.711 ops/s

# Run progress: 22.00% complete, ETA 00:21:47
# Fork: 2 of 5
# Warmup Iteration   1: 2.632 ops/s
# Warmup Iteration   2: 2.720 ops/s
# Warmup Iteration   3: 2.896 ops/s
# Warmup Iteration   4: 2.746 ops/s
# Warmup Iteration   5: 2.746 ops/s
# Warmup Iteration   6: 2.739 ops/s
# Warmup Iteration   7: 2.734 ops/s
# Warmup Iteration   8: 2.690 ops/s
# Warmup Iteration   9: 2.726 ops/s
# Warmup Iteration  10: 2.729 ops/s
# Warmup Iteration  11: 2.726 ops/s
# Warmup Iteration  12: 2.736 ops/s
# Warmup Iteration  13: 2.730 ops/s
# Warmup Iteration  14: 2.726 ops/s
# Warmup Iteration  15: 2.712 ops/s
# Warmup Iteration  16: 2.736 ops/s
# Warmup Iteration  17: 2.737 ops/s
# Warmup Iteration  18: 2.743 ops/s
# Warmup Iteration  19: 2.737 ops/s
# Warmup Iteration  20: 2.715 ops/s
Iteration   1: 2.745 ops/s
Iteration   2: 2.712 ops/s
Iteration   3: 2.718 ops/s
Iteration   4: 2.721 ops/s
Iteration   5: 2.741 ops/s
Iteration   6: 2.739 ops/s
Iteration   7: 2.662 ops/s
Iteration   8: 2.719 ops/s
Iteration   9: 2.738 ops/s
Iteration  10: 2.735 ops/s

# Run progress: 24.00% complete, ETA 00:21:12
# Fork: 3 of 5
# Warmup Iteration   1: 2.512 ops/s
# Warmup Iteration   2: 2.900 ops/s
# Warmup Iteration   3: 2.893 ops/s
# Warmup Iteration   4: 2.753 ops/s
# Warmup Iteration   5: 2.750 ops/s
# Warmup Iteration   6: 2.747 ops/s
# Warmup Iteration   7: 2.741 ops/s
# Warmup Iteration   8: 2.712 ops/s
# Warmup Iteration   9: 2.739 ops/s
# Warmup Iteration  10: 2.737 ops/s
# Warmup Iteration  11: 2.729 ops/s
# Warmup Iteration  12: 2.739 ops/s
# Warmup Iteration  13: 2.735 ops/s
# Warmup Iteration  14: 2.717 ops/s
# Warmup Iteration  15: 2.734 ops/s
# Warmup Iteration  16: 2.699 ops/s
# Warmup Iteration  17: 2.739 ops/s
# Warmup Iteration  18: 2.735 ops/s
# Warmup Iteration  19: 2.734 ops/s
# Warmup Iteration  20: 2.737 ops/s
Iteration   1: 2.735 ops/s
Iteration   2: 2.733 ops/s
Iteration   3: 2.741 ops/s
Iteration   4: 2.735 ops/s
Iteration   5: 2.729 ops/s
Iteration   6: 2.733 ops/s
Iteration   7: 2.735 ops/s
Iteration   8: 2.739 ops/s
Iteration   9: 2.700 ops/s
Iteration  10: 2.740 ops/s

# Run progress: 26.00% complete, ETA 00:20:38
# Fork: 4 of 5
# Warmup Iteration   1: 2.613 ops/s
# Warmup Iteration   2: 2.717 ops/s
# Warmup Iteration   3: 2.891 ops/s
# Warmup Iteration   4: 2.747 ops/s
# Warmup Iteration   5: 2.748 ops/s
# Warmup Iteration   6: 2.741 ops/s
# Warmup Iteration   7: 2.740 ops/s
# Warmup Iteration   8: 2.730 ops/s
# Warmup Iteration   9: 2.730 ops/s
# Warmup Iteration  10: 2.730 ops/s
# Warmup Iteration  11: 2.731 ops/s
# Warmup Iteration  12: 2.741 ops/s
# Warmup Iteration  13: 2.733 ops/s
# Warmup Iteration  14: 2.733 ops/s
# Warmup Iteration  15: 2.728 ops/s
# Warmup Iteration  16: 2.732 ops/s
# Warmup Iteration  17: 2.727 ops/s
# Warmup Iteration  18: 2.722 ops/s
# Warmup Iteration  19: 2.726 ops/s
# Warmup Iteration  20: 2.730 ops/s
Iteration   1: 2.734 ops/s
Iteration   2: 2.726 ops/s
Iteration   3: 2.731 ops/s
Iteration   4: 2.726 ops/s
Iteration   5: 2.724 ops/s
Iteration   6: 2.716 ops/s
Iteration   7: 2.702 ops/s
Iteration   8: 2.731 ops/s
Iteration   9: 2.724 ops/s
Iteration  10: 2.722 ops/s

# Run progress: 28.00% complete, ETA 00:20:04
# Fork: 5 of 5
# Warmup Iteration   1: 2.508 ops/s
# Warmup Iteration   2: 2.886 ops/s
# Warmup Iteration   3: 2.900 ops/s
# Warmup Iteration   4: 2.747 ops/s
# Warmup Iteration   5: 2.740 ops/s
# Warmup Iteration   6: 2.740 ops/s
# Warmup Iteration   7: 2.736 ops/s
# Warmup Iteration   8: 2.728 ops/s
# Warmup Iteration   9: 2.741 ops/s
# Warmup Iteration  10: 2.738 ops/s
# Warmup Iteration  11: 2.702 ops/s
# Warmup Iteration  12: 2.732 ops/s
# Warmup Iteration  13: 2.735 ops/s
# Warmup Iteration  14: 2.741 ops/s
# Warmup Iteration  15: 2.732 ops/s
# Warmup Iteration  16: 2.728 ops/s
# Warmup Iteration  17: 2.744 ops/s
# Warmup Iteration  18: 2.749 ops/s
# Warmup Iteration  19: 2.742 ops/s
# Warmup Iteration  20: 2.736 ops/s
Iteration   1: 2.719 ops/s
Iteration   2: 2.733 ops/s
Iteration   3: 2.743 ops/s
Iteration   4: 2.735 ops/s
Iteration   5: 2.733 ops/s
Iteration   6: 2.742 ops/s
Iteration   7: 2.735 ops/s
Iteration   8: 2.734 ops/s
Iteration   9: 2.737 ops/s
Iteration  10: 2.747 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.presizedPut":
  2.725 ±(99.9%) 0.008 ops/s [Average]
  (min, avg, max) = (2.662, 2.725, 2.747), stdev = 0.015
  CI (99.9%): [2.718, 2.733] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.presizedPut
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10000)

# Run progress: 30.00% complete, ETA 00:19:30
# Fork: 1 of 5
# Warmup Iteration   1: 1.294 ops/s
# Warmup Iteration   2: 1.423 ops/s
# Warmup Iteration   3: 1.502 ops/s
# Warmup Iteration   4: 1.341 ops/s
# Warmup Iteration   5: 1.513 ops/s
# Warmup Iteration   6: 1.489 ops/s
# Warmup Iteration   7: 1.420 ops/s
# Warmup Iteration   8: 1.297 ops/s
# Warmup Iteration   9: 1.517 ops/s
# Warmup Iteration  10: 1.516 ops/s
# Warmup Iteration  11: 1.496 ops/s
# Warmup Iteration  12: 1.371 ops/s
# Warmup Iteration  13: 1.516 ops/s
# Warmup Iteration  14: 1.515 ops/s
# Warmup Iteration  15: 1.517 ops/s
# Warmup Iteration  16: 1.464 ops/s
# Warmup Iteration  17: 1.436 ops/s
# Warmup Iteration  18: 1.517 ops/s
# Warmup Iteration  19: 1.509 ops/s
# Warmup Iteration  20: 1.512 ops/s
Iteration   1: 1.502 ops/s
Iteration   2: 1.511 ops/s
Iteration   3: 1.496 ops/s
Iteration   4: 1.518 ops/s
Iteration   5: 1.468 ops/s
Iteration   6: 1.423 ops/s
Iteration   7: 1.518 ops/s
Iteration   8: 1.147 ops/s
Iteration   9: 1.437 ops/s
Iteration  10: 1.514 ops/s

# Run progress: 32.00% complete, ETA 00:19:15
# Fork: 2 of 5
# Warmup Iteration   1: 1.308 ops/s
# Warmup Iteration   2: 1.426 ops/s
# Warmup Iteration   3: 1.497 ops/s
# Warmup Iteration   4: 1.338 ops/s
# Warmup Iteration   5: 1.518 ops/s
# Warmup Iteration   6: 1.496 ops/s
# Warmup Iteration   7: 1.422 ops/s
# Warmup Iteration   8: 1.305 ops/s
# Warmup Iteration   9: 1.519 ops/s
# Warmup Iteration  10: 1.517 ops/s
# Warmup Iteration  11: 1.506 ops/s
# Warmup Iteration  12: 1.455 ops/s
# Warmup Iteration  13: 1.472 ops/s
# Warmup Iteration  14: 1.420 ops/s
# Warmup Iteration  15: 1.414 ops/s
# Warmup Iteration  16: 1.518 ops/s
# Warmup Iteration  17: 1.521 ops/s
# Warmup Iteration  18: 1.487 ops/s
# Warmup Iteration  19: 1.522 ops/s
# Warmup Iteration  20: 1.515 ops/s
Iteration   1: 1.512 ops/s
Iteration   2: 1.509 ops/s
Iteration   3: 1.523 ops/s
Iteration   4: 1.442 ops/s
Iteration   5: 1.387 ops/s
Iteration   6: 1.522 ops/s
Iteration   7: 1.519 ops/s
Iteration   8: 1.510 ops/s
Iteration   9: 1.478 ops/s
Iteration  10: 1.447 ops/s

# Run progress: 34.00% complete, ETA 00:18:55
# Fork: 3 of 5
# Warmup Iteration   1: 1.307 ops/s
# Warmup Iteration   2: 1.417 ops/s
# Warmup Iteration   3: 1.493 ops/s
# Warmup Iteration   4: 1.348 ops/s
# Warmup Iteration   5: 1.513 ops/s
# Warmup Iteration   6: 1.495 ops/s
# Warmup Iteration   7: 1.396 ops/s
# Warmup Iteration   8: 1.123 ops/s
# Warmup Iteration   9: 1.430 ops/s
# Warmup Iteration  10: 1.508 ops/s
# Warmup Iteration  11: 1.502 ops/s
# Warmup Iteration  12: 1.511 ops/s
# Warmup Iteration  13: 1.512 ops/s
# Warmup Iteration  14: 1.412 ops/s
# Warmup Iteration  15: 1.412 ops/s
# Warmup Iteration  16: 1.511 ops/s
# Warmup Iteration  17: 1.512 ops/s
# Warmup Iteration  18: 1.484 ops/s
# Warmup Iteration  19: 1.508 ops/s
# Warmup Iteration  20: 1.506 ops/s
Iteration   1: 1.501 ops/s
Iteration   2: 1.441 ops/s
Iteration   3: 1.477 ops/s
Iteration   4: 1.512 ops/s
Iteration   5: 1.497 ops/s
Iteration   6: 1.511 ops/s
Iteration   7: 1.513 ops/s
Iteration   8: 1.503 ops/s
Iteration   9: 1.511 ops/s
Iteration  10: 1.444 ops/s

# Run progress: 36.00% complete, ETA 00:18:34
# Fork: 4 of 5
# Warmup Iteration   1: 1.271 ops/s
# Warmup Iteration   2: 1.412 ops/s
# Warmup Iteration   3: 1.492 ops/s
# Warmup Iteration   4: 1.341 ops/s
# Warmup Iteration   5: 1.514 ops/s
# Warmup Iteration   6: 1.497 ops/s
