# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 1)

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 5
# Warmup Iteration   1: 11.176 ops/s
# Warmup Iteration   2: 12.481 ops/s
# Warmup Iteration   3: 16.349 ops/s
# Warmup Iteration   4: 16.479 ops/s
# Warmup Iteration   5: 16.455 ops/s
# Warmup Iteration   6: 16.439 ops/s
# Warmup Iteration   7: 16.422 ops/s
# Warmup Iteration   8: 16.379 ops/s
# Warmup Iteration   9: 16.346 ops/s
# Warmup Iteration  10: 16.282 ops/s
# Warmup Iteration  11: 16.123 ops/s
# Warmup Iteration  12: 16.144 ops/s
# Warmup Iteration  13: 16.137 ops/s
# Warmup Iteration  14: 16.145 ops/s
# Warmup Iteration  15: 16.150 ops/s
# Warmup Iteration  16: 16.133 ops/s
# Warmup Iteration  17: 16.279 ops/s
# Warmup Iteration  18: 16.260 ops/s
# Warmup Iteration  19: 16.243 ops/s
# Warmup Iteration  20: 16.237 ops/s
# Warmup Iteration   2: 13.358 ops/s
# Warmup Iteration   3: 16.893 ops/s
# Warmup Iteration   4: 16.892 ops/s
# Warmup Iteration   5: 16.886 ops/s
# Warmup Iteration   6: 16.875 ops/s
# Warmup Iteration   7: 16.910 ops/s
# Warmup Iteration   8: 16.877 ops/s
# Warmup Iteration   9: 16.898 ops/s
# Warmup Iteration  10: 16.909 ops/s
# Warmup Iteration  11: 16.898 ops/s
# Warmup Iteration  12: 16.782 ops/s
# Warmup Iteration  13: 16.844 ops/s
# Warmup Iteration  14: 16.945 ops/s
# Warmup Iteration  15: 16.956 ops/s
# Warmup Iteration  16: 16.944 ops/s
# Warmup Iteration  17: 16.779 ops/s
# Warmup Iteration  18: 16.797 ops/s
# Warmup Iteration  19: 16.933 ops/s
# Warmup Iteration  20: 16.927 ops/s
Iteration   1: 16.932 ops/s
Iteration   2: 16.935 ops/s
Iteration   3: 16.920 ops/s
Iteration   4: 16.916 ops/s
Iteration   5: 16.941 ops/s
Iteration   6: 16.946 ops/s
Iteration   7: 16.867 ops/s
Iteration   8: 16.674 ops/s
Iteration   9: 16.875 ops/s
Iteration  10: 16.874 ops/s

# Run progress: 8.00% complete, ETA 00:23:55
# Fork: 5 of 5
# Warmup Iteration   1: 12.716 ops/s
# Warmup Iteration   2: 13.382 ops/s
# Warmup Iteration   3: 16.997 ops/s
# Warmup Iteration   4: 16.970 ops/s
# Warmup Iteration   5: 17.011 ops/s
# Warmup Iteration   6: 16.958 ops/s
# Warmup Iteration   7: 16.996 ops/s
# Warmup Iteration   8: 16.966 ops/s
# Warmup Iteration   9: 16.973 ops/s
# Warmup Iteration  10: 16.983 ops/s
# Warmup Iteration  11: 16.970 ops/s
# Warmup Iteration  12: 16.960 ops/s
# Warmup Iteration  13: 16.947 ops/s
# Warmup Iteration  14: 16.969 ops/s
# Warmup Iteration  15: 16.810 ops/s
# Warmup Iteration  16: 16.950 ops/s
# Warmup Iteration  17: 16.998 ops/s
# Warmup Iteration  18: 16.898 ops/s
# Warmup Iteration  19: 16.974 ops/s
# Warmup Iteration  20: 16.943 ops/s
Iteration   1: 16.824 ops/s
Iteration   2: 16.789 ops/s
Iteration   3: 16.876 ops/s
Iteration   4: 16.877 ops/s
Iteration   5: 16.903 ops/s
Iteration   6: 16.877 ops/s
Iteration   7: 16.820 ops/s
Iteration   8: 16.953 ops/s
Iteration   9: 16.966 ops/s
Iteration  10: 16.948 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.remove":
  16.801 ±(99.9%) 0.143 ops/s [Average]
  (min, avg, max) = (16.183, 16.801, 17.138), stdev = 0.288
  CI (99.9%): [16.658, 16.944] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10)

# Run progress: 10.00% complete, ETA 00:23:20
# Fork: 1 of 5
# Warmup Iteration   1: 6.545 ops/s
# Warmup Iteration   2: 6.917 ops/s
# Warmup Iteration   3: 7.532 ops/s
# Warmup Iteration   4: 7.519 ops/s
# Warmup Iteration   5: 7.524 ops/s
# Warmup Iteration   6: 7.509 ops/s
# Warmup Iteration   7: 7.523 ops/s
# Warmup Iteration   8: 7.510 ops/s
# Warmup Iteration   9: 7.509 ops/s
# Warmup Iteration  10: 7.517 ops/s
# Warmup Iteration  11: 7.513 ops/s
# Warmup Iteration  12: 7.498 ops/s
# Warmup Iteration  13: 7.525 ops/s
# Warmup Iteration  14: 7.483 ops/s
# Warmup Iteration  15: 7.506 ops/s
# Warmup Iteration  16: 7.530 ops/s
# Warmup Iteration  17: 7.516 ops/s
# Warmup Iteration  18: 7.520 ops/s
# Warmup Iteration  19: 7.514 ops/s
# Warmup Iteration  20: 7.530 ops/s
Iteration   1: 7.527 ops/s
Iteration   2: 7.525 ops/s
Iteration   3: 7.534 ops/s
Iteration   4: 7.472 ops/s
Iteration   5: 7.448 ops/s
Iteration   6: 7.523 ops/s
Iteration   7: 7.522 ops/s
Iteration   8: 7.519 ops/s
Iteration   9: 7.526 ops/s
Iteration  10: 7.477 ops/s

# Run progress: 12.00% complete, ETA 00:22:57
# Fork: 2 of 5
# Warmup Iteration   1: 6.526 ops/s
# Warmup Iteration   2: 6.770 ops/s
# Warmup Iteration   3: 7.332 ops/s
# Warmup Iteration   4: 7.324 ops/s
# Warmup Iteration   5: 7.326 ops/s
# Warmup Iteration   6: 7.315 ops/s
# Warmup Iteration   7: 7.324 ops/s
# Warmup Iteration   8: 7.324 ops/s
# Warmup Iteration   9: 7.317 ops/s
# Warmup Iteration  10: 7.318 ops/s
# Warmup Iteration  11: 7.318 ops/s
# Warmup Iteration  12: 7.321 ops/s
# Warmup Iteration  13: 7.321 ops/s
# Warmup Iteration  14: 7.325 ops/s
# Warmup Iteration  15: 7.320 ops/s
# Warmup Iteration  16: 7.319 ops/s
# Warmup Iteration  17: 7.319 ops/s
# Warmup Iteration  18: 7.323 ops/s
# Warmup Iteration  19: 7.330 ops/s
# Warmup Iteration  20: 7.322 ops/s
Iteration   1: 7.320 ops/s
Iteration   2: 7.326 ops/s
Iteration   3: 7.329 ops/s
Iteration   4: 7.327 ops/s
Iteration   5: 7.279 ops/s
Iteration   6: 7.316 ops/s
Iteration   7: 7.288 ops/s
Iteration   8: 7.321 ops/s
Iteration   9: 7.322 ops/s
Iteration  10: 7.323 ops/s

# Run progress: 14.00% complete, ETA 00:22:37
# Fork: 3 of 5
# Warmup Iteration   1: 6.508 ops/s
# Warmup Iteration   2: 6.686 ops/s
# Warmup Iteration   3: 7.319 ops/s
# Warmup Iteration   4: 7.323 ops/s
# Warmup Iteration   5: 7.316 ops/s
# Warmup Iteration   6: 7.310 ops/s
# Warmup Iteration   7: 7.330 ops/s
# Warmup Iteration   8: 7.319 ops/s
# Warmup Iteration   9: 7.302 ops/s
# Warmup Iteration  10: 7.312 ops/s
# Warmup Iteration  11: 7.279 ops/s
# Warmup Iteration  12: 7.265 ops/s
# Warmup Iteration  13: 7.309 ops/s
# Warmup Iteration  14: 7.310 ops/s
# Warmup Iteration  15: 7.318 ops/s
# Warmup Iteration  16: 7.270 ops/s
# Warmup Iteration  17: 7.302 ops/s
# Warmup Iteration  18: 7.336 ops/s
# Warmup Iteration  19: 7.331 ops/s
# Warmup Iteration  20: 7.332 ops/s
Iteration   1: 7.337 ops/s
Iteration   2: 7.348 ops/s
Iteration   3: 7.348 ops/s
Iteration   4: 7.344 ops/s
Iteration   5: 7.323 ops/s
Iteration   6: 7.336 ops/s
Iteration   7: 7.339 ops/s
Iteration   8: 7.335 ops/s
Iteration   9: 7.340 ops/s
Iteration  10: 7.338 ops/s

# Run progress: 16.00% complete, ETA 00:22:13
# Fork: 4 of 5
# Warmup Iteration   1: 6.669 ops/s
# Warmup Iteration   2: 6.883 ops/s
# Warmup Iteration   3: 7.610 ops/s
# Warmup Iteration   4: 7.612 ops/s
# Warmup Iteration   5: 7.602 ops/s
# Warmup Iteration   6: 7.593 ops/s
# Warmup Iteration   7: 7.599 ops/s
# Warmup Iteration   8: 7.561 ops/s
# Warmup Iteration   9: 7.599 ops/s
# Warmup Iteration  10: 7.607 ops/s
# Warmup Iteration  11: 7.602 ops/s
# Warmup Iteration  12: 7.597 ops/s
# Warmup Iteration  13: 7.601 ops/s
# Warmup Iteration  14: 7.609 ops/s
# Warmup Iteration  15: 7.603 ops/s
# Warmup Iteration  16: 7.610 ops/s
# Warmup Iteration  17: 7.616 ops/s
# Warmup Iteration  18: 7.618 ops/s
# Warmup Iteration  19: 7.611 ops/s
# Warmup Iteration  20: 7.616 ops/s
Iteration   1: 7.616 ops/s
Iteration   2: 7.579 ops/s
Iteration   3: 7.579 ops/s
Iteration   4: 7.607 ops/s
Iteration   5: 7.573 ops/s
Iteration   6: 7.624 ops/s
Iteration   7: 7.560 ops/s
Iteration   8: 7.578 ops/s
Iteration   9: 7.613 ops/s
Iteration  10: 7.625 ops/s

# Run progress: 18.00% complete, ETA 00:21:42
# Fork: 5 of 5
# Warmup Iteration   1: 6.693 ops/s
# Warmup Iteration   2: 6.985 ops/s
# Warmup Iteration   3: 7.614 ops/s
# Warmup Iteration   4: 7.614 ops/s
# Warmup Iteration   5: 7.609 ops/s
# Warmup Iteration   6: 7.598 ops/s
# Warmup Iteration   7: 7.610 ops/s
# Warmup Iteration   8: 7.600 ops/s
# Warmup Iteration   9: 7.601 ops/s
# Warmup Iteration  10: 7.596 ops/s
# Warmup Iteration  11: 7.607 ops/s
# Warmup Iteration  12: 7.600 ops/s
# Warmup Iteration  13: 7.592 ops/s
# Warmup Iteration  14: 7.606 ops/s
# Warmup Iteration  15: 7.588 ops/s
# Warmup Iteration  16: 7.621 ops/s
# Warmup Iteration  17: 7.603 ops/s
# Warmup Iteration  18: 7.615 ops/s
# Warmup Iteration  19: 7.596 ops/s
# Warmup Iteration  20: 7.607 ops/s
Iteration   1: 7.589 ops/s
Iteration   2: 7.577 ops/s
Iteration   3: 7.589 ops/s
Iteration   4: 7.585 ops/s
Iteration   5: 7.592 ops/s
Iteration   6: 7.590 ops/s
Iteration   7: 7.587 ops/s
Iteration   8: 7.547 ops/s
Iteration   9: 7.564 ops/s
Iteration  10: 7.598 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.remove":
  7.468 ±(99.9%) 0.060 ops/s [Average]
  (min, avg, max) = (7.279, 7.468, 7.625), stdev = 0.122
  CI (99.9%): [7.407, 7.528] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 100)

# Run progress: 20.00% complete, ETA 00:21:10
# Fork: 1 of 5
# Warmup Iteration   1: 5.867 ops/s
# Warmup Iteration   2: 7.064 ops/s
# Warmup Iteration   3: 7.332 ops/s
# Warmup Iteration   4: 7.335 ops/s
# Warmup Iteration   5: 7.302 ops/s
# Warmup Iteration   6: 7.317 ops/s
# Warmup Iteration   7: 7.325 ops/s
# Warmup Iteration   8: 7.316 ops/s
# Warmup Iteration   9: 7.326 ops/s
# Warmup Iteration  10: 7.312 ops/s
# Warmup Iteration  11: 7.330 ops/s
# Warmup Iteration  12: 7.308 ops/s
# Warmup Iteration  13: 7.280 ops/s
# Warmup Iteration  14: 7.329 ops/s
# Warmup Iteration  15: 7.338 ops/s
# Warmup Iteration  16: 7.279 ops/s
# Warmup Iteration  17: 7.337 ops/s
# Warmup Iteration  18: 7.345 ops/s
# Warmup Iteration  19: 7.326 ops/s
# Warmup Iteration  20: 7.332 ops/s
Iteration   1: 7.349 ops/s
Iteration   2: 7.188 ops/s
Iteration   3: 7.322 ops/s
Iteration   4: 7.333 ops/s
Iteration   5: 7.350 ops/s
Iteration   6: 7.321 ops/s
Iteration   7: 7.362 ops/s
Iteration   8: 7.364 ops/s
Iteration   9: 7.369 ops/s
Iteration  10: 7.357 ops/s

# Run progress: 22.00% complete, ETA 00:20:43
# Fork: 2 of 5
# Warmup Iteration   1: 5.790 ops/s
# Warmup Iteration   2: 6.803 ops/s
# Warmup Iteration   3: 6.947 ops/s
# Warmup Iteration   4: 6.951 ops/s
# Warmup Iteration   5: 6.951 ops/s
# Warmup Iteration   6: 6.941 ops/s
# Warmup Iteration   7: 6.884 ops/s
# Warmup Iteration   8: 6.944 ops/s
# Warmup Iteration   9: 6.935 ops/s
# Warmup Iteration  10: 6.952 ops/s
# Warmup Iteration  11: 6.937 ops/s
# Warmup Iteration  12: 6.942 ops/s
# Warmup Iteration  13: 6.871 ops/s
# Warmup Iteration  14: 6.903 ops/s
# Warmup Iteration  15: 6.898 ops/s
# Warmup Iteration  16: 6.892 ops/s
# Warmup Iteration  17: 6.892 ops/s
# Warmup Iteration  18: 6.890 ops/s
# Warmup Iteration  19: 6.841 ops/s
# Warmup Iteration  20: 6.903 ops/s
Iteration   1: 6.906 ops/s
Iteration   2: 6.897 ops/s
Iteration   3: 6.931 ops/s
Iteration   4: 6.925 ops/s
Iteration   5: 6.910 ops/s
Iteration   6: 6.927 ops/s
Iteration   7: 6.935 ops/s
Iteration   8: 6.922 ops/s
Iteration   9: 6.929 ops/s
Iteration  10: 6.921 ops/s

# Run progress: 24.00% complete, ETA 00:20:08
# Fork: 3 of 5
# Warmup Iteration   1: 5.866 ops/s
# Warmup Iteration   2: 6.406 ops/s
# Warmup Iteration   3: 7.090 ops/s
# Warmup Iteration   4: 7.091 ops/s
# Warmup Iteration   5: 7.099 ops/s
# Warmup Iteration   6: 7.091 ops/s
# Warmup Iteration   7: 7.088 ops/s
# Warmup Iteration   8: 7.084 ops/s
# Warmup Iteration   9: 7.081 ops/s
# Warmup Iteration  10: 7.080 ops/s
# Warmup Iteration  11: 7.069 ops/s
# Warmup Iteration  12: 7.060 ops/s
# Warmup Iteration  13: 7.054 ops/s
# Warmup Iteration  14: 7.064 ops/s
# Warmup Iteration  15: 7.033 ops/s
# Warmup Iteration  16: 7.081 ops/s
# Warmup Iteration  17: 7.088 ops/s
# Warmup Iteration  18: 7.071 ops/s
# Warmup Iteration  19: 7.092 ops/s
# Warmup Iteration  20: 7.072 ops/s
Iteration   1: 7.084 ops/s
Iteration   2: 7.078 ops/s
Iteration   3: 7.051 ops/s
Iteration   4: 7.100 ops/s
Iteration   5: 7.086 ops/s
Iteration   6: 7.118 ops/s
Iteration   7: 7.098 ops/s
Iteration   8: 7.100 ops/s
Iteration   9: 7.109 ops/s
Iteration  10: 7.100 ops/s

# Run progress: 26.00% complete, ETA 00:19:42
# Fork: 4 of 5
# Warmup Iteration   1: 5.956 ops/s
# Warmup Iteration   2: 7.040 ops/s
# Warmup Iteration   3: 7.147 ops/s
# Warmup Iteration   4: 7.144 ops/s
# Warmup Iteration   5: 7.130 ops/s
# Warmup Iteration   6: 7.122 ops/s
# Warmup Iteration   7: 7.131 ops/s
# Warmup Iteration   8: 7.127 ops/s
# Warmup Iteration   9: 7.136 ops/s
# Warmup Iteration  10: 7.043 ops/s
# Warmup Iteration  11: 7.102 ops/s
# Warmup Iteration  12: 7.106 ops/s
# Warmup Iteration  13: 7.115 ops/s
# Warmup Iteration  14: 7.107 ops/s
# Warmup Iteration  15: 7.107 ops/s
# Warmup Iteration  16: 7.121 ops/s
# Warmup Iteration  17: 7.116 ops/s
# Warmup Iteration  18: 7.037 ops/s
# Warmup Iteration  19: 7.115 ops/s
# Warmup Iteration  20: 7.109 ops/s
Iteration   1: 7.113 ops/s
Iteration   2: 7.127 ops/s
Iteration   3: 7.108 ops/s
Iteration   4: 7.040 ops/s
Iteration   5: 6.898 ops/s
Iteration   6: 7.032 ops/s
Iteration   7: 7.032 ops/s
Iteration   8: 7.134 ops/s
Iteration   9: 7.131 ops/s
Iteration  10: 7.122 ops/s

# Run progress: 28.00% complete, ETA 00:19:16
# Fork: 5 of 5
# Warmup Iteration   1: 5.695 ops/s
# Warmup Iteration   2: 6.279 ops/s
# Warmup Iteration   3: 7.039 ops/s
# Warmup Iteration   4: 7.037 ops/s
# Warmup Iteration   5: 7.006 ops/s
# Warmup Iteration   6: 7.016 ops/s
# Warmup Iteration   7: 7.016 ops/s
# Warmup Iteration   8: 7.013 ops/s
# Warmup Iteration   9: 7.012 ops/s
# Warmup Iteration  10: 7.013 ops/s
# Warmup Iteration  11: 7.007 ops/s
# Warmup Iteration  12: 6.999 ops/s
# Warmup Iteration  13: 7.011 ops/s
# Warmup Iteration  14: 6.993 ops/s
# Warmup Iteration  15: 7.005 ops/s
# Warmup Iteration  16: 6.998 ops/s
# Warmup Iteration  17: 6.990 ops/s
# Warmup Iteration  18: 6.981 ops/s
# Warmup Iteration  19: 6.993 ops/s
# Warmup Iteration  20: 6.998 ops/s
Iteration   1: 6.997 ops/s
Iteration   2: 6.975 ops/s
Iteration   3: 7.003 ops/s
Iteration   4: 6.989 ops/s
Iteration   5: 6.986 ops/s
Iteration   6: 6.945 ops/s
Iteration   7: 7.004 ops/s
Iteration   8: 6.991 ops/s
Iteration   9: 6.949 ops/s
Iteration  10: 7.015 ops/s


Result "com.gs.collections.impl.jmh.LongIntMapTest.remove":
  7.081 ±(99.9%) 0.073 ops/s [Average]
  (min, avg, max) = (6.897, 7.081, 7.369), stdev = 0.147
  CI (99.9%): [7.008, 7.154] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_181, OpenJDK 64-Bit Server VM, 25.181-b13
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 10 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.gs.collections.impl.jmh.LongIntMapTest.remove
# Parameters: (fullyRandom = true, mapSizeDividedBy16000 = 10000)

# Run progress: 30.00% complete, ETA 00:18:45
# Fork: 1 of 5
# Warmup Iteration   1: 2.075 ops/s
# Warmup Iteration   2: 2.192 ops/s
# Warmup Iteration   3: 2.178 ops/s
# Warmup Iteration   4: 2.233 ops/s
# Warmup Iteration   5: 2.013 ops/s
# Warmup Iteration   6: 2.283 ops/s
# Warmup Iteration   7: 2.309 ops/s
# Warmup Iteration   8: 2.319 ops/s
# Warmup Iteration   9: 2.214 ops/s
# Warmup Iteration  10: 1.930 ops/s
# Warmup Iteration  11: 2.077 ops/s
# Warmup Iteration  12: 2.284 ops/s
# Warmup Iteration  13: 2.252 ops/s
# Warmup Iteration  14: 2.323 ops/s
# Warmup Iteration  15: 1.946 ops/s
# Warmup Iteration  16: 2.284 ops/s
# Warmup Iteration  17: 2.322 ops/s
# Warmup Iteration  18: 2.230 ops/s
# Warmup Iteration  19: 2.235 ops/s
# Warmup Iteration  20: 2.322 ops/s
Iteration   1: 2.132 ops/s
Iteration   2: 2.279 ops/s
Iteration   3: 2.321 ops/s
Iteration   4: 2.313 ops/s
Iteration   5: 2.307 ops/s
Iteration   6: 2.312 ops/s
Iteration   7: 2.321 ops/s
Iteration   8: 2.273 ops/s
Iteration   9: 2.310 ops/s
Iteration  10: 2.312 ops/s

# Run progress: 32.00% complete, ETA 00:18:29
# Fork: 2 of 5
# Warmup Iteration   1: 1.877 ops/s
# Warmup Iteration   2: 2.130 ops/s
# Warmup Iteration   3: 2.131 ops/s
# Warmup Iteration   4: 2.228 ops/s
# Warmup Iteration   5: 2.108 ops/s
# Warmup Iteration   6: 2.159 ops/s
# Warmup Iteration   7: 2.308 ops/s
# Warmup Iteration   8: 2.309 ops/s
# Warmup Iteration   9: 2.286 ops/s
# Warmup Iteration  10: 2.045 ops/s
# Warmup Iteration  11: 2.067 ops/s
# Warmup Iteration  12: 2.183 ops/s
# Warmup Iteration  13: 2.298 ops/s
# Warmup Iteration  14: 2.302 ops/s
# Warmup Iteration  15: 2.278 ops/s
# Warmup Iteration  16: 2.312 ops/s
# Warmup Iteration  17: 2.296 ops/s
# Warmup Iteration  18: 2.286 ops/s
# Warmup Iteration  19: 2.305 ops/s
# Warmup Iteration  20: 2.308 ops/s
Iteration   1: 2.296 ops/s
Iteration   2: 2.311 ops/s
Iteration   3: 2.299 ops/s
Iteration   4: 2.289 ops/s
Iteration   5: 2.280 ops/s
Iteration   6: 2.310 ops/s
Iteration   7: 2.286 ops/s
Iteration   8: 2.291 ops/s
Iteration   9: 2.307 ops/s
Iteration  10: 2.300 ops/s

# Run progress: 34.00% complete, ETA 00:18:12
# Fork: 3 of 5
# Warmup Iteration   1: 2.071 ops/s
# Warmup Iteration   2: 2.190 ops/s
# Warmup Iteration   3: 2.184 ops/s
# Warmup Iteration   4: 2.239 ops/s
# Warmup Iteration   5: 2.036 ops/s
# Warmup Iteration   6: 2.280 ops/s
# Warmup Iteration   7: 2.308 ops/s
# Warmup Iteration   8: 2.304 ops/s
# Warmup Iteration   9: 2.109 ops/s
# Warmup Iteration  10: 2.043 ops/s
# Warmup Iteration  11: 2.161 ops/s
# Warmup Iteration  12: 2.214 ops/s
# Warmup Iteration  13: 2.271 ops/s
# Warmup Iteration  14: 2.276 ops/s
# Warmup Iteration  15: 2.205 ops/s
# Warmup Iteration  16: 2.321 ops/s
# Warmup Iteration  17: 2.318 ops/s
# Warmup Iteration  18: 2.310 ops/s
# Warmup Iteration  19: 2.322 ops/s
# Warmup Iteration  20: 2.311 ops/s
Iteration   1: 2.306 ops/s
Iteration   2: 2.320 ops/s
Iteration   3: 2.307 ops/s
Iteration   4: 2.312 ops/s
Iteration   5: 2.318 ops/s
Iteration   6: 2.313 ops/s
Iteration   7: 2.302 ops/s
Iteration   8: 2.319 ops/s
Iteration   9: 1.830 ops/s
Iteration  10: 1.664 ops/s

# Run progress: 36.00% complete, ETA 00:17:51
# Fork: 4 of 5
# Warmup Iteration   1: 1.761 ops/s
# Warmup Iteration   2: 2.106 ops/s
# Warmup Iteration   3: 2.114 ops/s
# Warmup Iteration   4: 2.208 ops/s
# Warmup Iteration   5: 1.863 ops/s
# Warmup Iteration   6: 1.675 ops/s
# Warmup Iteration   7: 2.267 ops/s
